customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-00351,Male,0,No,No,32,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,58.56,2007.29,No
CUST-00352,Male,1,Yes,Yes,7,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),82.56,486.3,Yes
CUST-00353,Female,0,Yes,Yes,62,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),65.33,3986.91,No
CUST-00354,Female,0,No,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,27.38,221.73,No
CUST-00355,Male,0,Yes,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),33.15,2121.81,Yes
CUST-00356,Female,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.25,510.93,No
CUST-00357,Female,0,No,No,11,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.33,122.84,No
CUST-00358,Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.75,1391.86,No
CUST-00359,Male,1,No,Yes,59,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),56.12,3297.18,No
CUST-00360,Female,0,Yes,No,9,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),82.04,765.86,No
CUST-00361,Male,0,Yes,Yes,56,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,67.89,3772.47,No
CUST-00362,Male,0,No,No,10,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,71.91,692.44,No
CUST-00363,Female,0,No,Yes,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.25,989.89,No
CUST-00364,Male,0,Yes,Yes,23,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),53.64,1236.17,No
CUST-00365,Male,0,Yes,No,55,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,78.89,4322.29,No
CUST-00366,Female,0,Yes,No,1,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,70.07,75.9,Yes
CUST-00367,Female,0,Yes,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.37,128.01,Yes
CUST-00368,Male,0,No,Yes,11,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),88.41,892.37,No
CUST-00369,Male,0,Yes,No,18,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),50.47,864.58,No
CUST-00370,Female,0,No,No,7,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.97,454.74,No
CUST-00371,Female,0,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,27.3,1518.65,No
CUST-00372,Female,0,No,Yes,11,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,23.97,270.89,No
CUST-00373,Female,0,No,Yes,10,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,21.16,202.77,No
CUST-00374,Male,1,No,No,11,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),91.67,1011.29,No
CUST-00375,Female,0,Yes,Yes,5,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,62.35,290.92,Yes
CUST-00376,Female,0,Yes,No,17,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,88.34,1587.94,No
CUST-00377,Male,1,Yes,Yes,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,22.13,1123.54,No
CUST-00378,Female,0,No,Yes,49,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),55.3,2646.91,No
CUST-00379,Male,0,No,Yes,71,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,91.81,6524.09,Yes
CUST-00380,Female,0,No,No,11,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,90.42,1088.78,No
CUST-00381,Female,0,No,Yes,43,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),101.12,4316.34,No
CUST-00382,Female,0,Yes,No,58,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),76.31,4462.17,No
CUST-00383,Male,0,No,No,10,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,78.01,840.73,No
CUST-00384,Male,0,No,No,70,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),60.95,4198.95,Yes
CUST-00385,Female,0,Yes,No,11,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),85.67,900.96,No
CUST-00386,Male,1,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.56,660.72,No
CUST-00387,Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.25,143.34,No
CUST-00388,Male,1,Yes,No,36,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),84.39,3017.0,No
CUST-00389,Male,0,Yes,Yes,56,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),52.17,2960.55,Yes
CUST-00390,Male,0,No,Yes,27,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,67.81,1860.72,No
CUST-00391,Male,0,No,No,11,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),60.65,649.97,No
CUST-00392,Female,0,Yes,No,31,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,52.44,1587.36,No
CUST-00393,Female,0,Yes,No,60,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),58.19,3455.02,Yes
CUST-00394,Male,0,No,Yes,8,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,66.22,575.62,Yes
CUST-00395,Female,0,No,No,15,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),60.77,918.54,No
CUST-00396,Female,1,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,22.49,25.59,No
CUST-00397,Female,0,No,No,47,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,73.35,3438.98,No
CUST-00398,Female,0,No,No,58,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,No,Electronic check,67.43,3893.37,No
CUST-00399,Male,0,No,No,53,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,69.15,3615.77,Yes
CUST-00400,Female,0,Yes,Yes,8,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,72.74,652.88,No
CUST-00401,Female,0,Yes,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.51,1241.91,Yes
CUST-00402,Male,0,No,No,11,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,33.55,348.39,No
CUST-00403,Male,0,Yes,No,56,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,49.93,2794.86,No
CUST-00404,Female,1,No,No,34,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,95.31,3222.87,No
CUST-00405,Female,0,Yes,No,3,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,51.35,271.82,Yes
CUST-00406,Female,0,Yes,Yes,51,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,87.4,4424.41,No
CUST-00407,Female,0,Yes,Yes,31,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,88.11,2775.48,Yes
CUST-00408,Female,0,Yes,No,66,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),105.42,6974.61,No
CUST-00409,Female,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.25,218.85,No
CUST-00410,Male,0,Yes,Yes,23,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Credit card (automatic),67.37,1556.79,No
CUST-00411,Female,1,No,No,9,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),88.16,747.56,No
CUST-00412,Female,0,No,No,44,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,63.36,2814.9,No
CUST-00413,Male,0,Yes,Yes,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,67.11,246.86,No
CUST-00414,Male,1,No,Yes,25,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),67.78,1704.26,No
CUST-00415,Male,0,Yes,Yes,26,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),89.05,2247.71,No
CUST-00416,Male,0,No,No,62,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),103.35,6474.78,No
CUST-00417,Female,0,No,No,59,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),78.08,4606.33,No
CUST-00418,Female,0,Yes,No,62,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Mailed check,74.19,4652.48,No
CUST-00419,Female,0,Yes,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.25,988.26,No
CUST-00420,Female,0,No,No,70,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.25,1213.74,No
CUST-00421,Female,0,No,No,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.19,120.28,No
CUST-00422,Female,0,Yes,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.55,236.27,No
CUST-00423,Male,0,No,No,27,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,83.63,2291.05,No
CUST-00424,Female,0,Yes,Yes,37,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,106.48,3944.81,No
CUST-00425,Male,0,No,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,85.17,No
CUST-00426,Male,0,Yes,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,27.17,1613.65,No
CUST-00427,Female,0,No,Yes,51,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),79.69,4003.35,No
CUST-00428,Male,0,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),77.49,5044.16,No
CUST-00429,Female,0,No,No,43,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,60.31,2586.07,Yes
CUST-00430,Male,1,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.92,1285.0,Yes
CUST-00431,Female,0,No,No,58,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,84.71,4967.97,No
CUST-00432,Male,0,No,Yes,50,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),46.47,2420.13,No
CUST-00433,Female,0,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),87.43,639.93,No
CUST-00434,Female,0,No,No,9,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Mailed check,76.7,636.59,Yes
CUST-00435,Female,0,No,No,57,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),51.04,2891.52,No
CUST-00436,Female,1,No,No,15,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),83.03,1162.97,Yes
CUST-00437,Female,0,No,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.63,732.78,Yes
CUST-00438,Male,0,No,Yes,49,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,61.43,3013.29,No
CUST-00439,Male,0,Yes,No,33,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Mailed check,49.98,1634.84,No
CUST-00440,Male,1,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.25,40.34,No
CUST-00441,Female,0,Yes,No,3,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,96.56,304.29,Yes
CUST-00442,Male,1,No,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.25,478.86,No
CUST-00443,Female,0,No,No,27,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),53.29,1443.4,No
CUST-00444,Female,0,No,No,63,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.9,1574.98,No
CUST-00445,Male,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.03,456.66,Yes
CUST-00446,Male,0,Yes,No,3,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),62.33,133.63,No
CUST-00447,Female,0,No,No,6,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,93.0,489.06,No
CUST-00448,Male,0,Yes,Yes,53,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),64.09,3387.28,No
CUST-00449,Female,0,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,92.37,5524.99,No
CUST-00450,Female,0,No,No,30,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),71.9,2308.05,No
CUST-00451,Female,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,27.26,347.36,No
CUST-00452,Female,0,Yes,Yes,1,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),61.56,89.01,Yes
CUST-00453,Female,0,No,Yes,69,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,46.12,3085.28,No
CUST-00454,Male,0,Yes,Yes,20,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,89.84,1754.85,No
CUST-00455,Male,0,No,Yes,11,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,93.0,1061.45,No
CUST-00456,Female,0,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.07,642.86,No
CUST-00457,Female,0,No,No,57,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,57.61,3333.76,No
CUST-00458,Male,0,Yes,No,44,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),91.32,4018.09,No
CUST-00459,Male,0,No,No,43,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,60.96,2636.25,No
CUST-00460,Female,0,Yes,No,5,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),72.62,343.08,Yes
CUST-00461,Male,0,No,No,60,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,60.98,3611.59,No
CUST-00462,Female,0,Yes,No,50,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,60.09,2959.33,No
CUST-00463,Male,0,Yes,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),26.66,324.32,No
CUST-00464,Female,0,No,No,12,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,95.5,1099.53,No
CUST-00465,Male,0,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),26.6,1117.1,Yes
CUST-00466,Female,0,Yes,No,25,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),60.36,1489.22,No
CUST-00467,Male,0,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.25,682.02,No
CUST-00468,Male,0,Yes,Yes,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.87,1338.76,Yes
CUST-00469,Female,0,Yes,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.25,340.82,No
CUST-00470,Male,0,Yes,No,27,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.25,464.52,No
CUST-00471,Female,0,Yes,No,66,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,57.51,3860.25,No
CUST-00472,Male,1,No,No,37,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),37.34,1426.28,Yes
CUST-00473,Female,0,No,Yes,66,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),69.3,4591.08,No
CUST-00474,Male,0,Yes,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.24,1084.17,No
CUST-00475,Female,0,No,No,15,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,61.82,934.67,Yes
CUST-00476,Male,0,No,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.69,1306.63,No
CUST-00477,Female,0,Yes,No,33,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),99.4,3300.91,No
CUST-00478,Male,0,Yes,No,53,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,53.13,2918.44,Yes
CUST-00479,Female,0,No,No,37,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Mailed check,54.65,2043.25,No
CUST-00480,Female,0,Yes,No,64,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),86.18,5512.6,No
CUST-00481,Female,1,Yes,No,44,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,82.7,3693.48,Yes
CUST-00482,Male,0,No,No,10,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),87.21,952.4,No
CUST-00483,Female,0,No,No,72,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,63.48,4527.33,No
CUST-00484,Male,0,Yes,No,58,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,63.51,3608.86,No
CUST-00485,Female,0,No,No,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,94.69,6152.38,No
CUST-00486,Male,0,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.56,44.85,No
CUST-00487,Female,0,No,No,24,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),93.6,2290.89,No
CUST-00488,Male,0,No,No,11,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,82.53,892.22,No
CUST-00489,Male,0,Yes,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,27.03,1853.87,No
CUST-00490,Female,0,No,No,18,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,45.74,823.4,No
CUST-00491,Male,0,Yes,No,62,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,37.98,2331.18,No
CUST-00492,Male,0,Yes,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.09,635.78,No
CUST-00493,Female,1,Yes,Yes,7,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,56.99,316.46,Yes
CUST-00494,Male,0,Yes,No,28,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,50.49,1398.64,No
CUST-00495,Male,0,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,64.97,2988.8,No
CUST-00496,Male,0,Yes,No,6,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,83.5,411.08,Yes
CUST-00497,Female,0,Yes,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),57.96,254.99,No
CUST-00498,Male,0,No,No,2,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,67.01,139.42,No
CUST-00499,Female,0,Yes,No,31,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Electronic check,76.92,2333.13,No
CUST-00500,Male,1,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.25,103.9,No
CUST-00501,Male,0,Yes,Yes,10,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,70.04,693.03,No
CUST-00502,Male,0,Yes,Yes,6,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),66.26,375.76,No
CUST-00503,Female,0,Yes,No,8,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),75.74,660.55,Yes
CUST-00504,Male,0,Yes,Yes,63,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,52.36,3380.36,No
CUST-00505,Male,0,No,No,15,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),71.39,1178.05,No
CUST-00506,Female,0,Yes,No,23,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,89.51,2064.35,No
CUST-00507,Male,0,No,No,7,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,82.92,562.29,No
CUST-00508,Female,0,No,No,6,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,81.01,513.67,No
CUST-00509,Female,0,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.25,950.22,No
CUST-00510,Male,1,No,No,54,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Mailed check,72.59,3930.09,No
CUST-00511,Female,0,Yes,No,69,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),79.01,5502.96,No
CUST-00512,Male,0,No,Yes,11,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),78.05,919.75,Yes
CUST-00513,Female,0,No,No,69,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),72.35,5024.03,No
CUST-00514,Female,0,Yes,No,65,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),45.08,3008.33,No
CUST-00515,Male,0,Yes,Yes,9,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Mailed check,40.06,358.36,No
CUST-00516,Female,0,Yes,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),18.25,888.25,No
CUST-00517,Female,0,Yes,No,38,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,93.59,3547.86,No
CUST-00518,Female,0,No,No,12,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),115.01,1339.85,No
CUST-00519,Female,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.46,97.65,No
CUST-00520,Female,1,Yes,No,1,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Electronic check,57.42,57.42,No
CUST-00521,Male,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.25,18.25,No
CUST-00522,Female,0,No,No,31,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,72.4,2159.22,No
CUST-00523,Male,0,Yes,No,8,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,81.46,559.75,No
CUST-00524,Female,0,No,No,1,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),93.67,93.67,Yes
